省份编码,省份,年份,特殊教育学校数(所),特殊教育招生数(万人),特殊教育在校学生数(万人),特殊教育毕业生数(万人),特殊教育教职工数(万人),特殊教育专任教师数(万人)
430000,湖南省,2000,57.0,0.209,1.2179,0.1138,0.1203,0.0918
440000,广东省,2019,141.0,1.0149,5.2869,0.5179,,0.5326
440000,广东省,2018,135.0,0.9055,4.7912,0.4502,,0.4842
440000,广东省,2017,133.0,0.8893,4.4084,0.4254,,0.4451
440000,广东省,2016,127.0,0.6853,3.7756,0.3786,,0.4069
440000,广东省,2015,116.0,0.7303,3.6048,0.3053,,0.355
440000,广东省,2014,104.0,0.53,2.8285,0.244,0.3695,0.3009
440000,广东省,2013,99.0,0.3862,2.1799,0.2527,0.3405,0.2714
440000,广东省,2012,94.0,0.4632,2.4485,0.2917,0.3329,0.2527
440000,广东省,2011,80.0,0.3581,2.5022,0.3212,0.2902,0.2158
440000,广东省,2010,75.0,0.3666,2.6064,0.4165,0.2719,0.2026
440000,广东省,2009,69.0,0.3591,2.6158,0.3448,0.2444,0.1858
440000,广东省,2008,67.0,0.3588,2.5125,0.3484,0.2262,0.1717
440000,广东省,2007,67.0,0.3972,2.6652,0.3366,0.2116,0.1615
440000,广东省,2006,69.0,0.3562,2.5938,0.3346,0.202,0.1512
440000,广东省,2005,67.0,0.3363,2.5752,0.3086,0.1782,0.136
440000,广东省,2004,67.0,0.3178,2.6352,0.3346,0.1739,0.1327
440000,广东省,2003,67.0,0.3462,2.7073,0.3396,0.1655,0.1311
440000,广东省,2002,66.0,0.3321,2.7528,0.39,0.1566,0.1241
440000,广东省,2001,61.0,0.416,2.9524,0.3625,0.1423,0.1117
440000,广东省,2000,61.0,0.277,2.7507,0.2819,0.1329,0.1053
450000,广西壮族自治区,2019,82.0,0.7077,3.773,0.4701,,0.1823
450000,广西壮族自治区,2018,81.0,0.7474,3.3594,0.2662,,0.1656
450000,广西壮族自治区,2017,79.0,0.4573,2.208,0.1758,,0.1577
450000,广西壮族自治区,2016,79.0,0.3257,1.5947,0.157,,0.1482
450000,广西壮族自治区,2015,78.0,0.265,1.4045,0.1326,,0.1319
450000,广西壮族自治区,2014,72.0,0.2718,1.3187,0.1018,0.1533,0.1221
450000,广西壮族自治区,2013,65.0,0.2132,1.2913,0.1193,0.16,0.1141
450000,广西壮族自治区,2012,62.0,0.2538,1.427,0.1441,0.1516,0.1105
450000,广西壮族自治区,2011,60.0,0.2411,1.3861,0.1129,0.1447,0.1138
450000,广西壮族自治区,2010,59.0,0.2435,1.5756,0.1638,0.116,0.0919
450000,广西壮族自治区,2009,57.0,0.2442,1.6213,0.1556,0.1072,0.0825
450000,广西壮族自治区,2008,56.0,0.236,1.5507,0.1493,0.1024,0.0761
450000,广西壮族自治区,2007,58.0,0.2046,1.3767,0.1186,0.1052,0.0751
450000,广西壮族自治区,2006,54.0,0.1985,1.3528,0.1235,0.0917,0.0668
450000,广西壮族自治区,2005,52.0,0.1607,1.2769,0.0908,0.0915,0.0572
450000,广西壮族自治区,2004,50.0,0.2276,1.5653,0.1391,0.0776,0.0549
450000,广西壮族自治区,2003,47.0,0.2918,1.5874,0.1579,0.0719,0.0495
450000,广西壮族自治区,2002,46.0,0.2405,1.4623,0.1611,0.0628,0.0451
450000,广西壮族自治区,2001,46.0,0.2471,1.6293,0.1781,0.0619,0.0451
450000,广西壮族自治区,2000,49.0,0.1629,1.4755,0.1792,0.1715,0.1149
460000,海南省,2019,13.0,0.086,0.4291,0.0387,,0.0404
460000,海南省,2018,11.0,0.0684,0.2952,0.03,,0.033
460000,海南省,2017,7.0,0.0548,0.2556,0.0313,,0.0246
460000,海南省,2016,7.0,0.0397,0.2142,0.0264,,0.025
460000,海南省,2015,7.0,0.0435,0.2551,0.0315,,0.0212
460000,海南省,2014,7.0,0.0394,0.1872,0.027,0.0271,0.0213
460000,海南省,2013,7.0,0.0425,0.1708,0.0178,0.0247,0.0184
460000,海南省,2012,4.0,0.0313,0.1616,0.0214,0.0217,0.016
460000,海南省,2011,3.0,0.0336,0.1678,0.0206,0.0153,0.011
460000,海南省,2010,3.0,0.0652,0.3175,0.0567,0.0145,0.0109
460000,海南省,2009,4.0,0.0559,0.2971,0.0524,0.0144,0.0105
460000,海南省,2008,4.0,0.038,0.2533,0.0246,0.0147,0.0107
460000,海南省,2007,4.0,0.0313,0.22,0.0154,0.0129,0.0092
460000,海南省,2006,4.0,0.0179,0.1648,0.0073,0.0112,0.0074
460000,海南省,2005,4.0,0.0228,0.1786,0.0124,0.0112,0.0074
460000,海南省,2004,4.0,0.0206,0.1738,0.0092,0.0108,0.0073
460000,海南省,2003,4.0,0.0213,0.1665,0.0071,0.01,0.0065
460000,海南省,2002,4.0,0.024,0.1803,0.0086,0.0099,0.0067
460000,海南省,2001,4.0,0.0292,0.1769,0.0086,0.0103,0.0068
460000,海南省,2000,3.0,0.0317,0.2086,0.0159,0.0098,0.007
500000,重庆市,2019,39.0,0.4492,2.5362,0.3203,,0.105
500000,重庆市,2018,38.0,0.3872,2.1405,0.2459,,0.0995
500000,重庆市,2017,36.0,0.3348,1.8585,0.2162,,0.0965
500000,重庆市,2016,36.0,0.2863,1.6079,0.1769,,0.0926
500000,重庆市,2015,36.0,0.2515,1.4059,0.1706,,0.0889
500000,重庆市,2014,36.0,0.2609,1.3893,0.1729,0.0986,0.0878
500000,重庆市,2013,36.0,0.3316,1.5622,0.2101,0.0971,0.0852
500000,重庆市,2012,36.0,0.209,1.3083,0.1836,0.0927,0.0804
500000,重庆市,2011,36.0,0.3485,1.6978,0.1585,0.0895,0.0763
500000,重庆市,2010,36.0,0.2348,1.4618,0.2426,0.0846,0.0715
500000,重庆市,2009,36.0,0.1971,1.3189,0.2186,0.0837,0.0699
500000,重庆市,2008,41.0,0.2006,1.2172,0.1919,0.0802,0.067
500000,重庆市,2007,43.0,0.1884,1.1773,0.1971,0.0785,0.0652
500000,重庆市,2006,44.0,0.1806,1.2151,0.1994,0.0757,0.0584
500000,重庆市,2005,43.0,0.184,1.2463,0.1702,0.0725,0.0556
500000,重庆市,2004,43.0,0.2044,1.5973,0.2326,0.0693,0.0541
500000,重庆市,2003,41.0,0.1513,1.4483,0.1891,0.0697,0.0543
500000,重庆市,2002,38.0,0.208,1.7199,0.1994,0.0649,0.051
500000,重庆市,2001,44.0,0.2619,1.8383,0.2788,0.0635,0.0474
500000,重庆市,2000,42.0,0.4105,2.116,0.1515,0.0731,0.0569
510000,四川省,2019,129.0,1.0914,6.1072,1.1408,,0.3094
510000,四川省,2018,128.0,1.0298,5.6851,1.0094,,0.297
510000,四川省,2017,127.0,1.0361,5.3461,0.9557,,0.2798
510000,四川省,2016,125.0,0.9579,4.778,0.8192,,0.2503
510000,四川省,2015,124.0,0.8096,4.3251,0.8634,,0.2355
510000,四川省,2014,122.0,0.8014,4.2289,0.9004,0.2466,0.2211
510000,四川省,2013,119.0,0.823,4.3731,0.9191,0.2315,0.2055
510000,四川省,2012,113.0,0.8398,4.4287,0.7969,0.222,0.1941
510000,四川省,2011,107.0,0.6767,4.0898,0.5486,0.2036,0.1784
510000,四川省,2010,100.0,0.6684,4.1839,0.5817,0.1989,0.1711
510000,四川省,2009,95.0,0.6483,4.1767,0.5933,0.1854,0.1572
510000,四川省,2008,93.0,0.6333,4.1739,0.5312,0.1777,0.1478
510000,四川省,2007,88.0,0.6169,3.99,0.4565,0.1703,0.1407
510000,四川省,2006,89.0,0.453,2.8797,0.2963,0.1643,0.1318
510000,四川省,2005,83.0,0.3916,2.4788,0.216,0.1447,0.1174
510000,四川省,2004,73.0,0.2726,1.7354,0.2131,0.1343,0.1068
510000,四川省,2003,70.0,0.255,1.5839,0.209,0.1278,0.0994
510000,四川省,2002,68.0,0.2157,1.339,0.1677,0.1242,0.0973
510000,四川省,2001,69.0,0.2676,1.4616,0.1824,0.123,0.0942
510000,四川省,2000,63.0,0.1182,0.8224,0.119,0.1377,0.1113
520000,贵州省,2019,77.0,0.7876,3.8942,0.4297,,0.1922
520000,贵州省,2018,77.0,0.6147,3.1068,0.3311,,0.1839
520000,贵州省,2017,76.0,0.5269,2.584,0.2407,,0.1728
520000,贵州省,2016,76.0,0.4443,2.0235,0.2049,,0.1637
520000,贵州省,2015,75.0,0.4852,1.7888,0.1523,,0.1408
520000,贵州省,2014,65.0,0.2769,1.3535,0.147,0.1419,0.1241
520000,贵州省,2013,60.0,0.2684,1.2712,0.1378,0.1267,0.1093
520000,贵州省,2012,56.0,0.2904,1.3657,0.1389,0.1139,0.0996
520000,贵州省,2011,52.0,0.2858,1.4474,0.1244,0.1026,0.0901
520000,贵州省,2010,53.0,0.2755,1.6231,0.135,0.0928,0.0796
520000,贵州省,2009,49.0,0.2616,1.6507,0.1799,0.0867,0.074
520000,贵州省,2008,49.0,0.2265,1.5186,0.1116,0.0819,0.0695
520000,贵州省,2007,40.0,0.2331,1.5867,0.1212,0.0774,0.0627
520000,贵州省,2006,39.0,0.1715,1.4815,0.0924,0.0761,0.062
520000,贵州省,2005,39.0,0.2096,1.4676,0.0929,0.0749,0.0603
520000,贵州省,2004,38.0,0.1735,1.3397,0.0952,0.0695,0.0548
520000,贵州省,2003,38.0,0.2051,1.3812,0.1237,0.0675,0.0517
520000,贵州省,2002,38.0,0.246,1.5664,0.1261,0.0665,0.0518
520000,贵州省,2001,35.0,0.269,1.6007,0.1414,0.0633,0.0485
520000,贵州省,2000,28.0,0.2225,1.5845,0.096,0.208,0.1482
530000,云南省,2019,65.0,0.7798,4.2207,0.7642,,0.174
530000,云南省,2018,65.0,0.7274,3.6925,0.7349,,0.1661
530000,云南省,2017,64.0,0.7358,3.4075,0.6007,,0.1605
530000,云南省,2016,61.0,0.5793,2.769,0.4486,,0.1512
530000,云南省,2015,60.0,0.4392,2.3314,0.3432,,0.1424
530000,云南省,2014,59.0,0.4175,2.1009,0.2993,0.1535,0.1315
530000,云南省,2013,53.0,0.3829,1.7421,0.2825,0.1361,0.1156
530000,云南省,2012,47.0,0.3294,1.6777,0.3071,0.114,0.0934
530000,云南省,2011,30.0,0.3736,1.9329,0.2563,0.0955,0.0772
530000,云南省,2010,26.0,0.3407,2.1432,0.3149,0.0854,0.0685
530000,云南省,2009,25.0,0.4188,2.3697,0.288,0.0792,0.0631
530000,云南省,2008,25.0,0.4525,2.4576,0.2519,0.0747,0.0583
530000,云南省,2007,25.0,0.4747,2.4092,0.2398,0.0738,0.0569
530000,云南省,2006,26.0,0.3432,1.974,0.3315,0.07,0.0535
530000,云南省,2005,25.0,0.382,1.9417,0.2884,0.0687,0.0518
530000,云南省,2004,25.0,0.2917,1.8374,0.2013,0.0635,0.0472
530000,云南省,2003,25.0,0.2619,1.7621,0.1759,0.061,0.0442
530000,云南省,2002,25.0,0.2609,1.7558,0.1806,0.0602,0.0438
530000,云南省,2001,24.0,0.2805,1.7822,0.1457,0.0566,0.041
530000,云南省,2000,24.0,0.1603,1.5526,0.0727,0.0589,0.0448
540000,西藏自治区,2019,6.0,0.135,0.6766,0.0738,,0.0286
540000,西藏自治区,2018,5.0,0.0833,0.4715,0.0488,,0.0246
540000,西藏自治区,2017,5.0,0.0769,0.405,0.0271,,0.0214
540000,西藏自治区,2016,5.0,0.0458,0.2672,0.021,,0.0201
540000,西藏自治区,2015,5.0,0.0299,0.1798,0.0125,,0.0169
540000,西藏自治区,2014,5.0,0.0239,0.1226,0.0026,0.0173,0.0146
540000,西藏自治区,2013,5.0,0.0213,0.0835,0.0037,0.0161,0.0136
540000,西藏自治区,2012,3.0,0.0185,0.0633,0.0039,0.011,0.0092
540000,西藏自治区,2011,2.0,0.0063,0.0485,0.002,0.0064,0.0055
540000,西藏自治区,2010,2.0,0.0042,0.0258,0.0006,0.0062,0.0052
540000,西藏自治区,2009,1.0,0.0011,0.02,0.0004,0.0038,0.0033
540000,西藏自治区,2008,1.0,0.0018,0.0217,0.0008,0.0036,0.0031
540000,西藏自治区,2007,1.0,0.0078,0.0268,0.0006,0.0033,0.0028
540000,西藏自治区,2006,1.0,0.0014,0.0172,,0.0026,0.0021
540000,西藏自治区,2005,1.0,0.0023,0.0208,0.0002,0.0023,0.0019
540000,西藏自治区,2004,2.0,0.0038,0.0254,0.001,0.0022,0.0018
540000,西藏自治区,2003,2.0,0.003,0.0162,0.0011,0.0039,0.0023
540000,西藏自治区,2002,2.0,0.0019,0.0212,0.0003,0.0075,0.0063
540000,西藏自治区,2001,1.0,0.0064,0.0138,0.0002,0.0014,0.0009
540000,西藏自治区,2000,1.0,0.0047,0.0078,,0.001,0.0007
610000,陕西省,2019,66.0,0.3198,1.8359,0.2412,,0.1519
610000,陕西省,2018,65.0,0.3071,1.6399,0.1976,,0.1408
610000,陕西省,2017,58.0,0.3226,1.4683,0.1411,,0.1255
610000,陕西省,2016,56.0,0.1905,1.056,0.1099,,0.1161
610000,陕西省,2015,55.0,0.1762,0.863,0.1101,,0.1067
610000,陕西省,2014,52.0,0.1376,0.7852,0.0883,0.1287,0.1035
610000,陕西省,2013,50.0,0.1278,0.6494,0.1109,0.1173,0.0956
610000,陕西省,2012,46.0,0.1266,0.6046,0.101,0.1147,0.0904
610000,陕西省,2011,44.0,0.1309,0.6837,0.0665,0.1007,0.0777
610000,陕西省,2010,40.0,0.1419,0.7837,0.1199,0.0967,0.0748
610000,陕西省,2009,39.0,0.1335,0.801,0.1492,0.0922,0.0714
610000,陕西省,2008,34.0,0.1653,0.8827,0.1447,0.0768,0.0598
610000,陕西省,2007,32.0,0.1388,0.8968,0.1367,0.0733,0.0577
610000,陕西省,2006,31.0,0.1196,0.9012,0.1584,0.071,0.0543
610000,陕西省,2005,29.0,0.09,0.6627,0.1011,0.0676,0.0519
610000,陕西省,2004,29.0,0.0992,0.7344,0.0985,0.0658,0.0489
610000,陕西省,2003,28.0,0.0304,0.2143,0.0129,0.0662,0.0481
610000,陕西省,2002,28.0,0.0379,0.2356,0.0232,0.0627,0.0447
610000,陕西省,2001,30.0,0.0775,0.5456,0.0585,0.0605,0.0437
610000,陕西省,2000,35.0,0.0898,0.6869,0.0666,0.0683,0.0485
620000,甘肃省,2019,44.0,0.3771,1.9294,0.1997,,0.1083
620000,甘肃省,2018,43.0,0.305,1.5769,0.1524,,0.0921
620000,甘肃省,2017,41.0,0.2531,1.3492,0.1232,,0.0877
620000,甘肃省,2016,40.0,0.2235,1.1373,0.1046,,0.0825
620000,甘肃省,2015,37.0,0.1769,0.926,0.0917,,0.0729
620000,甘肃省,2014,33.0,0.1285,0.7635,0.0818,0.0755,0.0671
620000,甘肃省,2013,32.0,0.1409,0.8396,0.0831,0.0784,0.0692
620000,甘肃省,2012,28.0,0.1434,0.8337,0.0834,0.0673,0.0572
620000,甘肃省,2011,22.0,0.1457,0.9455,0.0708,0.0586,0.0484
620000,甘肃省,2010,17.0,0.2071,1.335,0.185,0.0525,0.0418
620000,甘肃省,2009,16.0,0.1954,1.3687,0.1965,0.0477,0.038
620000,甘肃省,2008,15.0,0.2051,1.3443,0.1664,0.0458,0.0341
620000,甘肃省,2007,17.0,0.1614,1.1606,0.1089,0.0463,0.0345
620000,甘肃省,2006,14.0,0.1301,0.9127,0.0701,0.0453,0.0314
620000,甘肃省,2005,14.0,0.0915,0.8339,0.0684,0.0438,0.0303
620000,甘肃省,2004,14.0,0.0979,0.7732,0.0612,0.041,0.0296
620000,甘肃省,2003,14.0,0.0975,0.7673,0.0466,0.0394,0.0294
620000,甘肃省,2002,14.0,0.1231,0.9192,0.0712,0.0382,0.0279
620000,甘肃省,2001,11.0,0.1644,0.9953,0.09,0.0354,0.0271
620000,甘肃省,2000,12.0,0.1094,0.6438,0.0948,0.0363,0.0269
630000,青海省,2019,16.0,0.1356,0.77,0.0803,,0.0216
630000,青海省,2018,15.0,0.1241,0.6634,0.0658,,0.0194
630000,青海省,2017,16.0,0.1173,0.5061,0.0414,,0.0184
630000,青海省,2016,15.0,0.0694,0.3747,0.0349,,0.0162
630000,青海省,2015,15.0,0.0737,0.3124,0.0262,,0.0155
630000,青海省,2014,14.0,0.0413,0.225,0.0197,0.0178,0.0155
630000,青海省,2013,12.0,0.0368,0.212,0.0289,0.0161,0.0139
630000,青海省,2012,11.0,0.0359,0.2124,0.0189,0.0166,0.014
630000,青海省,2011,11.0,0.0247,0.2142,0.023,0.0171,0.014
630000,青海省,2010,11.0,0.0255,0.2505,0.0167,0.0174,0.0137
630000,青海省,2009,10.0,0.0466,0.2761,0.0231,0.0158,0.013
630000,青海省,2008,10.0,0.0286,0.2442,0.0178,0.0148,0.0121
630000,青海省,2007,9.0,0.0327,0.2696,0.0222,0.0144,0.0117
630000,青海省,2006,9.0,0.0331,0.2465,0.0201,0.0149,0.0123
630000,青海省,2005,9.0,0.0335,0.2307,0.0195,0.0153,0.0126
630000,青海省,2004,9.0,0.0338,0.2383,0.0185,0.0155,0.0128
630000,青海省,2003,8.0,0.024,0.2383,0.0212,0.0153,0.0128
630000,青海省,2002,10.0,0.0349,0.2515,0.0195,0.0141,0.0114
630000,青海省,2001,15.0,0.0378,0.2741,0.0245,0.0134,0.011
630000,青海省,2000,7.0,0.0233,0.3334,0.0078,0.0126,0.0097
640000,宁夏回族自治区,2019,14.0,0.1212,0.6976,0.0793,,0.0427
640000,宁夏回族自治区,2018,13.0,0.0964,0.6004,0.0697,,0.0407
640000,宁夏回族自治区,2017,13.0,0.1009,0.5319,0.0555,,0.0397
640000,宁夏回族自治区,2016,12.0,0.0709,0.4388,0.0445,,0.0368
640000,宁夏回族自治区,2015,12.0,0.0811,0.39,0.0352,,0.0347
640000,宁夏回族自治区,2014,10.0,0.049,0.3058,0.0186,0.0273,0.026
640000,宁夏回族自治区,2013,8.0,0.0305,0.1908,0.0188,0.0259,0.0246
640000,宁夏回族自治区,2012,8.0,0.0358,0.1985,0.0084,0.0242,0.0227
640000,宁夏回族自治区,2011,7.0,0.0196,0.1535,0.0086,0.0245,0.0217
640000,宁夏回族自治区,2010,7.0,0.0242,0.1516,0.0177,0.019,0.0174
640000,宁夏回族自治区,2009,6.0,0.0197,0.1476,0.019,0.0186,0.0169
640000,宁夏回族自治区,2008,6.0,0.0181,0.142,0.0074,0.0181,0.0161
640000,宁夏回族自治区,2007,6.0,0.016,0.137,0.0081,0.0172,0.0146
640000,宁夏回族自治区,2006,6.0,0.0171,0.1332,0.0105,0.0176,0.0144
640000,宁夏回族自治区,2005,6.0,0.0093,0.0877,0.0052,0.0167,0.014
640000,宁夏回族自治区,2004,6.0,0.015,0.156,0.0063,0.0147,0.0119
640000,宁夏回族自治区,2003,6.0,0.0138,0.1246,0.0055,0.0149,0.012
640000,宁夏回族自治区,2002,6.0,0.0141,0.0843,0.0054,0.0149,0.0122
640000,宁夏回族自治区,2001,6.0,0.0288,0.1397,0.0101,0.0148,0.0118
640000,宁夏回族自治区,2000,3.0,0.0101,0.0414,0.0035,0.012,0.008
650000,新疆维吾尔自治区,2019,28.0,0.5696,2.6565,0.3137,,0.1118
650000,新疆维吾尔自治区,2018,28.0,0.3409,1.6958,0.1329,,0.1024
650000,新疆维吾尔自治区,2017,28.0,0.2456,1.1271,0.1052,,0.0981
650000,新疆维吾尔自治区,2016,28.0,0.1484,0.7537,0.094,,0.0937
650000,新疆维吾尔自治区,2015,28.0,0.1368,0.6459,0.0706,,0.079
650000,新疆维吾尔自治区,2014,29.0,0.1293,0.5915,0.0797,0.0811,0.0693
650000,新疆维吾尔自治区,2013,26.0,0.1473,0.5229,0.068,0.066,0.0547
650000,新疆维吾尔自治区,2012,19.0,0.1137,0.4909,0.0522,0.0574,0.0452
650000,新疆维吾尔自治区,2011,15.0,0.0939,0.4733,0.0652,0.0431,0.0316
650000,新疆维吾尔自治区,2010,13.0,0.1898,0.8057,0.179,0.0461,0.0347
650000,新疆维吾尔自治区,2009,10.0,0.0869,0.5991,0.0935,0.0429,0.0319
650000,新疆维吾尔自治区,2008,10.0,0.084,0.5574,0.0859,0.042,0.0313
650000,新疆维吾尔自治区,2007,9.0,0.1158,0.6396,0.0716,0.0385,0.0298
650000,新疆维吾尔自治区,2006,9.0,0.0522,0.2357,0.041,0.0378,0.0286
650000,新疆维吾尔自治区,2005,10.0,0.0847,0.4961,0.0714,0.0367,0.0262
650000,新疆维吾尔自治区,2004,8.0,0.039,0.2549,0.0382,0.0356,0.0257
650000,新疆维吾尔自治区,2003,8.0,0.0369,0.1863,0.0264,0.0351,0.0237
650000,新疆维吾尔自治区,2002,7.0,0.0874,0.3876,0.0848,0.0314,0.02
650000,新疆维吾尔自治区,2001,7.0,0.0135,0.0922,0.0104,0.031,0.0187
650000,新疆维吾尔自治区,2000,6.0,0.0177,0.0674,0.007,0.0301,0.0183
