省份编码,省份,年份,教育经费(万元),国家财政性教育经费(万元),国家财政预算内教育经费(万元),民办学校办学经费(万元),教育经费社会捐赠经费(万元),教育经费事业收入(万元),教育经费学杂费(万元),其他教育经费(万元)
630000,青海省,2016,2162973.0,1918513.0,,4966.0,2065.0,103591.0,69574.0,133837.0
630000,青海省,2015,2073501.0,1906170.0,,4812.0,1581.0,106949.0,65473.0,53989.0
630000,青海省,2014,1976886.0,1843741.0,,2057.0,2580.0,83860.0,59578.0,44648.0
630000,青海省,2013,1569407.5,1468670.7,,3818.9,1056.8,70330.6,54603.9,25530.5
630000,青海省,2012,,,,,,,,
630000,青海省,2011,1552462.4,1469582.1,1398059.9,1337.8,3906.8,63800.0,48434.8,13835.7
630000,青海省,2010,1062206.0,985919.2,949171.5,1484.7,2595.6,59363.2,45325.7,12843.3
630000,青海省,2009,785820.0,727966.0,705758.0,697.0,2278.0,45219.0,30159.0,9661.0
630000,青海省,2008,608033.6,547864.2,532405.9,571.5,1071.0,48622.7,33391.7,9904.2
630000,青海省,2007,458237.6,405547.8,391398.8,1267.2,2738.2,42098.3,28099.6,6586.1
630000,青海省,2006,373987.9,331129.4,321999.9,,1323.1,,24364.9,6222.2
630000,青海省,2005,287258.9,246544.8,239082.6,,394.1,,22806.0,15516.6
630000,青海省,2004,225275.2,190741.6,184898.7,,325.7,,22727.0,10351.4
630000,青海省,2003,199568.3,168022.9,162434.6,,338.1,,21269.5,9157.7
630000,青海省,2002,190401.0,161859.6,155645.5,,328.2,,17769.2,9486.9
630000,青海省,2001,164561.8,139900.1,128853.6,,907.5,,14995.6,8136.7
630000,青海省,2000,128177.5,110233.5,98973.8,,1221.5,,10024.9,6326.4
640000,宁夏回族自治区,2019,2532753.918551,2151732.511956,,6499.886883,5950.28474,274713.437212,223604.611813,93857.79776
640000,宁夏回族自治区,2018,2346977.6653,2024557.7808,,6684.3129,2010.7096,233966.2774,194901.4235,79758.5846
640000,宁夏回族自治区,2017,2288400.29079,1989493.0673,,10140.546781,4546.356284,225950.934574,182437.428623,58269.38585
640000,宁夏回族自治区,2016,2072544.0,1795089.0,,14464.0,3242.0,198793.0,157980.0,60956.0
640000,宁夏回族自治区,2015,1963258.0,1696500.0,,16023.0,5518.0,189754.0,154193.0,55463.0
640000,宁夏回族自治区,2014,1697964.0,1502629.0,,6015.0,3464.0,169883.0,134811.0,15975.0
640000,宁夏回族自治区,2013,1578934.7,1385750.2,,6226.0,3663.0,145841.0,111069.5,37454.5
640000,宁夏回族自治区,2012,,,,,,,,
640000,宁夏回族自治区,2011,1313861.5,1147143.7,1075863.7,4249.2,1977.5,119956.6,93927.3,40534.5
640000,宁夏回族自治区,2010,994670.8,843802.4,789384.6,9119.2,4946.8,115952.8,90675.4,20849.6
640000,宁夏回族自治区,2009,813071.0,677505.0,648255.0,605.0,21209.0,90061.0,68689.0,23689.0
640000,宁夏回族自治区,2008,702611.5,575667.1,542082.6,2060.5,23401.4,82662.7,58631.9,18819.8
640000,宁夏回族自治区,2007,636974.3,533090.9,510832.7,2144.5,2404.5,69670.8,45575.8,29663.6
640000,宁夏回族自治区,2006,398717.5,315042.2,302064.4,,2551.5,,36231.5,17758.7
640000,宁夏回族自治区,2005,363459.4,277220.7,262882.5,,793.3,,47665.1,29210.0
640000,宁夏回族自治区,2004,296236.7,223603.9,207277.8,,729.6,,41653.4,29380.4
640000,宁夏回族自治区,2003,244761.7,182463.6,170016.1,,987.9,,33881.9,27091.9
640000,宁夏回族自治区,2002,229622.8,177182.2,164007.4,,2743.7,,27377.7,21670.8
640000,宁夏回族自治区,2001,195102.0,152583.3,137895.7,,1280.7,,21650.7,18963.7
640000,宁夏回族自治区,2000,148649.4,115670.5,99561.2,,1841.6,,18674.8,11949.6
650000,新疆维吾尔自治区,2019,10214911.196923,9373265.652406,,5485.983163,7830.346238,434702.144284,325405.619633,393627.070832
650000,新疆维吾尔自治区,2018,9522617.1833,8814570.182,,4067.6277,12374.8793,366670.3716,268630.7135,324934.1226
650000,新疆维吾尔自治区,2017,8462089.85805,7876522.32558,,5226.932989,2388.250553,320275.127831,233816.554121,257677.221101
650000,新疆维吾尔自治区,2016,7823914.0,7196691.0,,3642.0,1320.0,342409.0,252052.0,279852.0
650000,新疆维吾尔自治区,2015,7132774.0,6508191.0,,2937.0,25895.0,328608.0,237934.0,267143.0
650000,新疆维吾尔自治区,2014,6349792.0,5858129.0,,2054.0,18416.0,307517.0,221466.0,163676.0
650000,新疆维吾尔自治区,2013,5989855.7,5504390.6,,1413.4,13687.3,299414.0,214636.9,170950.4
650000,新疆维吾尔自治区,2012,,,,,,,,
650000,新疆维吾尔自治区,2011,4605866.5,4183426.0,3879765.9,1610.9,6879.9,301539.7,227332.3,112410.0
650000,新疆维吾尔自治区,2010,3655997.7,3256626.4,3045654.5,2265.6,14595.7,313832.5,226675.3,68677.5
650000,新疆维吾尔自治区,2009,2959264.0,2592025.0,2470005.0,898.0,3897.0,299385.0,208225.0,63059.0
650000,新疆维吾尔自治区,2008,2501660.6,2134971.3,2002713.6,875.7,5302.8,305932.1,199303.7,54578.7
650000,新疆维吾尔自治区,2007,1916673.3,1543932.3,1452886.3,1345.2,7084.7,293908.1,194594.4,70403.0
650000,新疆维吾尔自治区,2006,1532702.9,1235830.0,1141068.3,,4296.9,,147113.0,36240.9
650000,新疆维吾尔自治区,2005,1527225.3,1072551.8,935546.6,,1422.2,,145559.9,282166.8
650000,新疆维吾尔自治区,2004,1331540.1,924891.6,793659.8,,3108.5,,133534.4,246609.7
650000,新疆维吾尔自治区,2003,1179432.5,819625.9,685752.4,,2803.8,,119493.3,219831.1
650000,新疆维吾尔自治区,2002,1082359.3,769681.3,647925.3,,2820.1,,110099.8,184412.8
650000,新疆维吾尔自治区,2001,937913.6,769836.5,580563.6,,3427.4,,97712.4,53159.2
650000,新疆维吾尔自治区,2000,702243.4,571712.8,411074.9,,2783.2,,73259.9,43670.1
