省份编码,省份,年份,普通高中学校数(所),普通高中招生数(万人),普通高中在校学生数(万人),普通高中毕业生数(万人),普通高中教职工数(万人),普通高中专任教师数(万人)
440000,广东省,2014,1012.0,69.6807,214.0193,72.869,24.2521,14.8361
440000,广东省,2013,1015.0,73.0784,220.4473,72.3659,23.6437,14.4756
440000,广东省,2012,1017.0,77.3249,225.9282,68.8461,23.4162,14.1835
440000,广东省,2011,1012.0,77.7547,220.4135,63.0863,22.5361,13.7112
440000,广东省,2010,1026.0,75.5881,208.9462,56.7648,44.5335,12.5069
440000,广东省,2009,1020.0,71.79,192.4412,56.8989,42.9596,11.8549
440000,广东省,2008,1018.0,66.8073,181.7646,53.488,41.2718,11.0689
440000,广东省,2007,1019.0,60.6934,172.4319,47.9969,39.5636,10.3445
440000,广东省,2006,1005.0,60.7748,163.4639,42.9856,37.749,9.5581
440000,广东省,2005,981.0,56.9753,148.9863,37.4445,36.0341,8.6079
440000,广东省,2004,998.0,50.8059,131.3116,31.819,33.9997,7.533
440000,广东省,2003,995.0,44.2596,113.7234,27.4956,,
440000,广东省,2002,1012.0,38.502,98.4104,22.8122,,
440000,广东省,2001,1000.0,33.2084,84.2763,20.6752,,
440000,广东省,2000,947.0,28.6825,72.5276,18.2354,,
450000,广西壮族自治区,2019,490.0,39.4233,109.1029,32.6975,9.1949,6.3091
450000,广西壮族自治区,2018,468.0,36.8036,103.5827,29.5808,8.5495,5.952
450000,广西壮族自治区,2017,460.0,35.0724,97.4811,28.1761,7.9988,5.5988
450000,广西壮族自治区,2016,450.0,33.8497,91.8939,26.8465,7.5459,5.337
450000,广西壮族自治区,2015,445.0,31.0448,86.574,25.7331,7.2638,5.0733
450000,广西壮族自治区,2014,445.0,30.4639,83.8231,25.3288,7.0347,4.8357
450000,广西壮族自治区,2013,453.0,29.7665,81.8878,24.1922,6.9443,4.6752
450000,广西壮族自治区,2012,450.0,29.2818,79.5828,23.7474,6.7548,4.4557
450000,广西壮族自治区,2011,446.0,28.3282,77.3562,23.8408,6.5974,4.3069
450000,广西壮族自治区,2010,463.0,27.072,75.3981,23.8971,19.0125,4.212
450000,广西壮族自治区,2009,478.0,26.2594,75.2797,23.6627,19.0755,4.1455
450000,广西壮族自治区,2008,493.0,26.2833,75.7048,23.4161,19.0766,4.0813
450000,广西壮族自治区,2007,522.0,26.6475,75.469,22.3144,19.2345,3.9865
450000,广西壮族自治区,2006,537.0,26.4552,73.9666,20.1957,19.1906,3.8048
450000,广西壮族自治区,2005,529.0,25.6877,69.9644,19.3531,19.1316,3.5249
450000,广西壮族自治区,2004,526.0,24.4968,65.1494,16.5146,18.9618,3.2727
450000,广西壮族自治区,2003,519.0,21.6817,58.5085,14.0988,,
450000,广西壮族自治区,2002,516.0,20.5985,51.5819,11.5443,,
450000,广西壮族自治区,2001,501.0,17.1193,43.6001,9.6368,,
450000,广西壮族自治区,2000,464.0,15.3372,36.9286,8.1936,,
460000,海南省,2019,124.0,6.0586,17.2528,5.7354,2.8889,1.3589
460000,海南省,2018,119.0,5.6996,17.0078,5.7018,2.7632,1.3435
460000,海南省,2017,116.0,5.6627,17.1077,5.6105,2.6886,1.3328
460000,海南省,2016,109.0,5.7268,16.9899,5.8826,2.5658,1.279
460000,海南省,2015,106.0,5.7353,17.2326,6.0551,2.4912,1.2604
460000,海南省,2014,104.0,5.6947,17.6524,5.8466,2.4368,1.2204
460000,海南省,2013,102.0,6.0171,17.9047,5.3651,2.3137,1.1444
460000,海南省,2012,103.0,6.2969,17.5526,5.262,2.2611,1.0892
460000,海南省,2011,102.0,6.0609,16.8529,5.1487,2.1291,0.9865
460000,海南省,2010,107.0,5.6045,16.0461,5.0598,4.0694,0.9503
460000,海南省,2009,108.0,5.4829,15.5893,5.1332,4.0117,0.9118
460000,海南省,2008,110.0,5.3067,15.4774,4.5461,3.9327,0.8838
460000,海南省,2007,110.0,4.979,14.6411,3.8193,3.8046,0.8343
460000,海南省,2006,111.0,5.4135,13.7974,3.2472,3.6686,0.7712
460000,海南省,2005,107.0,4.6433,11.8165,3.0677,3.4331,0.659
460000,海南省,2004,104.0,3.9634,10.2632,2.6749,3.2936,0.5608
460000,海南省,2003,105.0,3.262,8.8946,2.2299,,
460000,海南省,2002,101.0,2.997,7.8313,2.0076,,
460000,海南省,2001,91.0,2.572,6.8295,1.6134,,
460000,海南省,2000,93.0,2.2886,5.9857,1.401,,
500000,重庆市,2019,260.0,20.9829,61.6561,20.659,7.09,3.9882
500000,重庆市,2018,256.0,20.1397,60.7678,20.4087,6.8369,3.9298
500000,重庆市,2017,255.0,20.1279,60.1804,21.0874,6.7399,3.9436
500000,重庆市,2016,260.0,19.9687,60.6811,21.9224,6.825,3.9887
500000,重庆市,2015,261.0,19.8552,62.3179,22.3647,6.7148,3.9153
500000,重庆市,2014,258.0,20.9843,64.7915,22.1234,6.627,3.8376
500000,重庆市,2013,261.0,22.1024,66.1384,21.4128,6.5812,3.7698
500000,重庆市,2012,262.0,22.508,65.9744,20.3616,6.4038,3.6392
500000,重庆市,2011,263.0,22.6743,64.872,18.9652,6.2638,3.4234
500000,重庆市,2010,268.0,22.7567,62.6434,16.9522,12.4404,3.2214
500000,重庆市,2009,267.0,22.0899,59.1983,16.136,12.2328,3.0093
500000,重庆市,2008,268.0,21.5513,55.7405,15.6906,11.9637,2.8985
500000,重庆市,2007,262.0,18.6325,51.7666,14.4197,11.7053,2.7822
500000,重庆市,2006,286.0,18.4239,50.6077,14.1448,11.4144,2.7207
500000,重庆市,2005,277.0,18.295,48.1388,13.3654,11.2965,2.5774
500000,重庆市,2004,291.0,16.2613,45.2705,10.2356,11.1385,2.4067
500000,重庆市,2003,293.0,15.7825,40.7905,7.4895,,
500000,重庆市,2002,289.0,15.0501,33.399,6.2974,,
500000,重庆市,2001,282.0,11.3424,25.5372,6.0787,,
500000,重庆市,2000,281.0,8.2011,21.0858,5.1793,,
510000,四川省,2019,779.0,48.4081,139.8064,47.0039,18.0692,10.1167
510000,四川省,2018,768.0,46.1665,138.9515,47.9939,17.3747,9.9647
510000,四川省,2017,754.0,46.4671,141.2959,49.0317,16.8405,9.7461
510000,四川省,2016,739.0,47.6045,144.7174,49.6623,16.3713,9.6213
510000,四川省,2015,726.0,48.996,147.0578,49.7843,15.9042,9.4333
510000,四川省,2014,732.0,49.7717,148.9794,50.4932,15.5801,9.2099
510000,四川省,2013,735.0,51.1492,151.6027,48.5487,15.3098,8.9964
510000,四川省,2012,735.0,52.1938,151.6531,47.8101,15.0227,8.6461
510000,四川省,2011,740.0,53.5394,151.2025,45.2646,14.6473,8.2768
510000,四川省,2010,747.0,52.5495,146.225,44.9991,32.1813,8.0318
510000,四川省,2009,758.0,51.5321,143.552,44.966,31.7312,7.7088
510000,四川省,2008,775.0,50.3016,141.1178,45.6714,31.4058,7.9006
510000,四川省,2007,806.0,49.8716,142.1989,43.9911,31.2861,7.9055
510000,四川省,2006,809.0,50.5571,141.9794,41.4133,31.1353,7.6016
510000,四川省,2005,796.0,51.1535,138.4573,37.3219,30.6141,7.2408
510000,四川省,2004,797.0,49.0364,129.5105,27.9445,30.2361,6.6453
510000,四川省,2003,785.0,45.8577,113.0813,20.1256,,
510000,四川省,2002,782.0,41.1162,90.7486,17.3505,,
510000,四川省,2001,762.0,31.2,69.543,15.8816,,
510000,四川省,2000,783.0,22.4216,56.311,14.3038,,
520000,贵州省,2019,468.0,32.502,99.2072,33.3356,9.1008,6.8099
520000,贵州省,2018,466.0,33.7279,100.7791,33.0559,8.8801,6.6598
520000,贵州省,2017,451.0,34.8498,101.1043,32.344,8.4745,6.4094
520000,贵州省,2016,437.0,34.2626,99.3695,30.7414,8.0641,6.103
520000,贵州省,2015,430.0,34.3484,97.887,28.0735,7.632,5.6198
520000,贵州省,2014,438.0,34.9047,94.2656,23.8495,7.2766,5.2365
520000,贵州省,2013,448.0,33.0212,85.7077,21.0409,6.7569,4.6964
520000,贵州省,2012,446.0,31.8188,77.2972,19.5861,6.2807,4.1572
520000,贵州省,2011,447.0,27.729,68.9042,18.0203,5.835,3.6223
520000,贵州省,2010,444.0,24.0208,62.0221,17.1704,15.5346,3.3072
520000,贵州省,2009,451.0,21.9062,58.1604,16.5392,15.2175,3.1413
520000,贵州省,2008,456.0,21.2253,56.2138,16.1279,14.8292,3.0284
520000,贵州省,2007,485.0,20.1185,54.5873,14.9254,14.5453,2.9226
520000,贵州省,2006,482.0,19.8389,53.0899,13.7065,14.4303,2.8121
520000,贵州省,2005,473.0,19.3814,49.5193,11.9161,13.8949,2.5638
520000,贵州省,2004,452.0,17.3638,44.4031,9.4939,13.166,2.2488
520000,贵州省,2003,420.0,15.6515,38.3052,7.5141,,
520000,贵州省,2002,368.0,13.5425,31.4077,5.5499,,
520000,贵州省,2001,328.0,10.9691,24.4571,4.7121,,
520000,贵州省,2000,305.0,8.4393,19.1059,4.5846,,
530000,云南省,2019,547.0,33.049,90.9138,27.2366,9.7748,6.2489
530000,云南省,2018,519.0,30.2529,86.485,25.7036,9.2875,5.9147
530000,云南省,2017,509.0,29.7919,83.414,25.2177,8.9666,5.6573
530000,云南省,2016,480.0,28.8237,80.5829,24.8914,8.4546,5.3875
530000,云南省,2015,465.0,27.451,78.2813,24.068,8.0641,5.1491
530000,云南省,2014,446.0,26.8066,76.8469,22.164,7.7206,4.9494
530000,云南省,2013,440.0,26.7407,73.7426,20.9987,7.4988,4.7285
530000,云南省,2012,444.0,26.1312,70.618,19.6248,7.3497,4.5255
530000,云南省,2011,444.0,24.3767,66.0291,19.231,7.1058,4.2935
530000,云南省,2010,451.0,22.8997,63.2812,18.4415,17.948,4.1166
530000,云南省,2009,457.0,22.0325,61.1471,18.3772,17.5959,3.9728
530000,云南省,2008,460.0,21.2007,59.4703,17.3903,16.9569,3.8278
530000,云南省,2007,465.0,20.3315,57.6448,15.3311,16.4588,3.6788
530000,云南省,2006,452.0,20.4748,54.5421,12.7676,16.0042,3.4046
530000,云南省,2005,443.0,18.9993,48.3054,11.6031,15.3997,2.976
530000,云南省,2004,429.0,16.7299,41.9758,9.9365,14.7274,2.5076
530000,云南省,2003,421.0,13.8369,36.3368,8.4456,,
530000,云南省,2002,411.0,12.4391,31.5527,7.1073,,
530000,云南省,2001,419.0,10.6652,26.5035,5.9347,,
530000,云南省,2000,418.0,8.8214,22.2076,5.6504,,
540000,西藏自治区,2019,35.0,2.3238,6.55,1.9159,0.6719,0.5748
540000,西藏自治区,2018,34.0,2.2682,6.1702,1.9133,0.6579,0.574
540000,西藏自治区,2017,34.0,2.0587,5.8758,1.8339,0.6002,0.5187
540000,西藏自治区,2016,31.0,1.9514,5.6897,1.9964,0.5741,0.4985
540000,西藏自治区,2015,30.0,1.9598,5.7961,1.8109,0.5383,0.4679
540000,西藏自治区,2014,29.0,1.8398,5.5669,1.6182,0.5037,0.4403
540000,西藏自治区,2013,29.0,1.9648,5.3092,1.4734,0.4558,0.3871
540000,西藏自治区,2012,30.0,1.7529,4.7825,1.3286,0.4459,0.3658
540000,西藏自治区,2011,30.0,1.672,4.4676,1.3165,0.4204,0.3398
540000,西藏自治区,2010,29.0,1.5057,4.0728,1.2177,1.2773,0.3171
540000,西藏自治区,2009,24.0,1.3884,3.8383,1.3312,1.2249,0.2721
540000,西藏自治区,2008,23.0,1.5486,4.4093,1.4383,1.1528,0.2592
540000,西藏自治区,2007,23.0,1.6307,4.4215,1.2332,1.0861,0.2404
540000,西藏自治区,2006,45.0,1.3213,3.7677,0.9868,0.9477,0.2103
540000,西藏自治区,2005,25.0,1.2864,3.3342,0.7684,0.9006,0.1922
540000,西藏自治区,2004,22.0,1.1019,2.674,0.6756,0.8247,0.1694
540000,西藏自治区,2003,17.0,0.9024,2.2076,0.6022,,
540000,西藏自治区,2002,16.0,0.6754,1.8421,0.452,,
540000,西藏自治区,2001,15.0,0.5642,1.5366,0.3034,,
540000,西藏自治区,2000,15.0,0.5289,1.2111,0.2458,,
610000,陕西省,2019,471.0,21.2712,68.3891,25.2235,8.7873,5.7473
610000,陕西省,2018,471.0,23.2057,72.2663,26.3301,8.6708,5.7414
610000,陕西省,2017,473.0,24.3804,75.6647,26.6982,8.5896,5.7297
610000,陕西省,2016,485.0,25.7192,78.3114,27.7569,8.5375,5.7471
610000,陕西省,2015,488.0,26.427,80.4919,29.0052,8.4474,5.7078
610000,陕西省,2014,506.0,27.9795,85.1044,30.4394,8.5368,5.6924
610000,陕西省,2013,511.0,29.9383,89.9424,31.7569,8.5059,5.6952
610000,陕西省,2012,530.0,31.8788,94.1528,31.73,8.4883,5.6218
610000,陕西省,2011,544.0,33.6071,96.9167,30.9328,8.4064,5.5444
610000,陕西省,2010,569.0,33.8378,95.5861,31.0262,19.8543,5.395
610000,陕西省,2009,586.0,33.4887,94.4083,32.5393,19.8656,5.307
610000,陕西省,2008,615.0,32.2017,94.6919,33.0531,19.8259,5.2223
610000,陕西省,2007,636.0,31.9061,96.3316,31.3222,19.5705,4.9758
610000,陕西省,2006,641.0,32.7912,96.0457,27.7374,19.356,4.722
610000,陕西省,2005,639.0,32.6295,90.6256,25.9637,19.1041,4.41
610000,陕西省,2004,624.0,30.5475,83.3275,21.998,18.5508,4.0745
610000,陕西省,2003,624.0,27.3499,74.1329,17.8276,,
610000,陕西省,2002,611.0,25.4651,64.1955,13.9112,,
610000,陕西省,2001,550.0,21.5644,53.101,11.1029,,
610000,陕西省,2000,579.0,18.1652,42.7224,9.8128,,
620000,甘肃省,2019,376.0,17.2017,52.627,19.3621,6.1429,4.5813
620000,甘肃省,2018,381.0,17.2624,54.9305,20.1083,6.0753,4.573
620000,甘肃省,2017,384.0,18.2636,57.7281,20.8113,6.0975,4.5386
620000,甘肃省,2016,379.0,19.3389,60.349,21.9083,6.1079,4.5107
620000,甘肃省,2015,386.0,19.9426,62.9365,22.4408,6.1039,4.4764
620000,甘肃省,2014,402.0,20.8136,65.443,22.3828,6.1263,4.3761
620000,甘肃省,2013,428.0,21.8143,66.6556,21.653,6.04,4.2469
620000,甘肃省,2012,445.0,22.6107,66.4879,21.362,6.0482,4.0467
620000,甘肃省,2011,436.0,22.1551,65.7086,20.2234,6.0585,3.8593
620000,甘肃省,2010,452.0,21.9614,64.6975,19.5045,13.2676,3.7517
620000,甘肃省,2009,463.0,21.6982,63.0654,19.2269,12.8635,3.645
620000,甘肃省,2008,480.0,21.0511,61.8253,19.4146,12.7143,3.5524
620000,甘肃省,2007,493.0,20.4816,61.3906,17.9335,12.2762,3.3979
620000,甘肃省,2006,495.0,20.7257,60.3458,16.4257,11.8578,3.2081
620000,甘肃省,2005,497.0,20.571,56.6168,13.8165,11.1495,2.9127
620000,甘肃省,2004,470.0,18.6561,49.9609,10.9055,10.5341,2.5458
620000,甘肃省,2003,453.0,16.8181,42.7011,8.904,,
620000,甘肃省,2002,438.0,14.3666,34.6294,7.2295,,
620000,甘肃省,2001,435.0,10.9805,27.6573,6.2793,,
620000,甘肃省,2000,419.0,9.084,22.95,5.6479,,
630000,青海省,2019,108.0,4.2236,12.6349,4.1582,1.459,0.9994
630000,青海省,2018,105.0,4.2551,12.6705,3.9125,1.3955,0.9727
630000,青海省,2017,101.0,4.2437,12.3865,3.8284,1.3081,0.9093
630000,青海省,2016,106.0,4.2622,12.0304,3.8041,1.3237,0.8923
630000,青海省,2015,101.0,4.003,11.6628,3.5882,1.288,0.8664
630000,青海省,2014,102.0,3.9188,11.3471,3.2367,1.2084,0.7998
630000,青海省,2013,105.0,3.9592,10.9026,3.3081,1.2855,0.7996
630000,青海省,2012,109.0,3.8197,10.6005,3.5807,1.2752,0.768
630000,青海省,2011,112.0,3.5377,10.6911,3.6114,1.2846,0.7702
630000,青海省,2010,119.0,3.6153,10.7715,3.408,2.3923,0.755
630000,青海省,2009,126.0,3.6571,10.7783,3.4396,2.3587,0.7518
630000,青海省,2008,138.0,3.8824,10.814,3.3651,2.3429,0.7515
630000,青海省,2007,141.0,3.8507,10.7497,3.1802,2.3357,0.7267
630000,青海省,2006,142.0,3.7106,10.3073,2.9313,2.3047,0.6963
630000,青海省,2005,144.0,3.7577,10.0511,2.5355,2.237,0.6571
630000,青海省,2004,143.0,3.4778,9.2122,2.066,2.1853,0.5906
630000,青海省,2003,148.0,3.2785,8.031,1.7626,,
630000,青海省,2002,143.0,2.8059,6.7168,1.5479,,
630000,青海省,2001,146.0,2.2855,5.6032,1.3903,,
630000,青海省,2000,165.0,1.9791,4.9391,1.4156,,
640000,宁夏回族自治区,2019,65.0,5.3619,15.3403,4.7318,1.4113,1.1322
640000,宁夏回族自治区,2018,65.0,5.088,14.7599,5.2262,1.4144,1.1304
640000,宁夏回族自治区,2017,63.0,4.9189,14.8837,5.3632,1.3698,1.0904
640000,宁夏回族自治区,2016,62.0,4.7703,15.1995,5.6075,1.3367,1.0639
640000,宁夏回族自治区,2015,62.0,5.0825,15.9663,5.5417,1.3072,1.0463
640000,宁夏回族自治区,2014,61.0,5.2909,16.3513,5.4966,1.2836,1.0274
640000,宁夏回族自治区,2013,62.0,5.5779,16.524,4.977,1.2811,1.0006
640000,宁夏回族自治区,2012,63.0,5.4814,15.7521,4.7693,1.2566,0.9742
640000,宁夏回族自治区,2011,67.0,5.3562,14.8043,4.8291,1.2466,0.9364
640000,宁夏回族自治区,2010,70.0,4.7399,14.2392,4.4858,3.0496,0.8861
640000,宁夏回族自治区,2009,82.0,4.8084,14.0653,4.419,2.992,0.8556
640000,宁夏回族自治区,2008,93.0,4.7952,13.7208,4.3245,2.7895,0.8215
640000,宁夏回族自治区,2007,97.0,4.7002,13.5569,4.252,2.7308,0.7688
640000,宁夏回族自治区,2006,100.0,4.5212,13.1415,4.0027,2.6852,0.7541
640000,宁夏回族自治区,2005,102.0,4.3786,12.5472,3.6741,2.5828,0.6981
640000,宁夏回族自治区,2004,104.0,4.1618,11.8009,3.2475,2.5627,0.6538
640000,宁夏回族自治区,2003,104.0,3.9063,10.7479,2.6111,,
640000,宁夏回族自治区,2002,104.0,3.5512,9.2989,1.8979,,
640000,宁夏回族自治区,2001,105.0,3.0633,7.6897,2.0216,,
640000,宁夏回族自治区,2000,107.0,2.7623,6.7703,1.7746,,
650000,新疆维吾尔自治区,2019,336.0,17.0084,52.8445,18.6939,7.1218,4.4262
650000,新疆维吾尔自治区,2018,343.0,16.5179,54.9723,17.788,7.0988,4.4736
650000,新疆维吾尔自治区,2017,355.0,19.7349,56.7073,16.1857,7.072,4.4487
650000,新疆维吾尔自治区,2016,354.0,19.2953,53.7749,14.4332,6.6162,4.1051
650000,新疆维吾尔自治区,2015,357.0,18.7672,49.7935,13.9054,6.5768,3.8877
650000,新疆维吾尔自治区,2014,363.0,17.3862,46.2963,14.1332,6.5833,3.778
650000,新疆维吾尔自治区,2013,366.0,16.3582,44.754,13.9843,6.3488,3.502
650000,新疆维吾尔自治区,2012,366.0,15.5276,44.0717,13.5089,6.126,3.2375
650000,新疆维吾尔自治区,2011,368.0,15.6497,43.2724,12.9478,6.0222,3.1258
650000,新疆维吾尔自治区,2010,385.0,15.3238,41.9141,13.5706,13.0627,3.0231
650000,新疆维吾尔自治区,2009,413.0,14.8869,41.7139,13.729,12.8155,2.9402
650000,新疆维吾尔自治区,2008,444.0,14.7914,41.8701,13.524,12.7092,2.8735
650000,新疆维吾尔自治区,2007,454.0,14.6449,41.3452,12.7129,12.688,2.797
650000,新疆维吾尔自治区,2006,486.0,14.2853,40.2321,11.5422,12.5366,2.6815
650000,新疆维吾尔自治区,2005,503.0,14.5044,38.7763,10.3928,12.0,2.5153
650000,新疆维吾尔自治区,2004,498.0,13.8315,35.9147,8.4418,11.3047,2.2809
650000,新疆维吾尔自治区,2003,500.0,12.6163,31.5178,7.0824,,
650000,新疆维吾尔自治区,2002,507.0,11.3366,27.2381,6.1932,,
650000,新疆维吾尔自治区,2001,472.0,9.3519,22.5411,5.9251,,
650000,新疆维吾尔自治区,2000,484.0,7.6744,19.8639,5.4985,,
